study_time_hours,exam_result
3.21,60
7.91,95.6
1.73,46.3
6.1,94.8
2.17,45.6
4.35,66.8
0.44,64.6
6.77,62.3
2.93,57.6
4.68,66.6
7.42,78.7
0.24,34.2
7.74,93.6
4.2,75.3
6.25,73.3
3.78,61.1
6.53,76.6
7.04,72.8
3.05,71.4
5.78,72.5
7.91,83.9
6.06,75.1
7.66,64.2
5.89,97.9
2.64,23.7
6.62,100
5.33,68.1
0.26,50.6
1.38,46.7
2.09,66.4
5.95,95.2
6.38,68
6.62,77.3
0.54,24.6
0.58,67
2.4,58.8
5.45,66.9
6.74,88.3
6.96,95.7
1.66,67.1
6.14,71.3
5.13,96.4
7.41,71.8
6.18,61.6
4.23,61.1
6.27,66.1
2.47,42.4
6.29,70
6.25,78.2
6.84,99.8
1.94,31.8
6.79,71.8
1.35,73.5
6.18,93.5
7.44,95.5
0.29,42.1
5.01,66.9
5.28,100
6.52,66
0.82,34.9
7.28,70.5
7.91,85.1
5.38,35.8
3.44,77.6
5.08,83.7
0.44,31.3
6.02,89.9
0.56,34.1
2.58,68.8
1.12,43.9
5.81,58.4
4.76,59.7
5.59,73.2
0.52,55.2
2.96,40.3
3.25,71.1
4.82,65.7
0.82,30.9
5.18,75.1
3.16,69.2
7.25,67.6
3.6,55.6
0.82,42.7
0.83,42.1
2.03,44.8
1.92,43.1
6.37,85.5
5.78,74.9
0.61,47.1
6.81,75.6
0.77,49.8
6.29,86.5
0.89,61.7
3.01,46.6
6.01,66.2
2.03,65.5
0.91,41.7
6.3,64
5.53,65.6
7.13,76.6
5.13,88.5
0.59,23.7
5.11,48
6.58,73
0.67,55.9
1.09,35.2
5.42,62.3
6.33,59.9
2.83,67.7
5.88,44.4
1.34,30.4
3.55,71.4
5.98,65.5
1.59,53.5
2.79,59.3
5.03,62.1
2.77,72.9
6.99,66.3
7.65,73.2
5.14,100
6.26,87.6
7.25,64.7
5.61,64.4
6.19,82.8
0.64,50.1
6.59,69.4
2.2,48.6
0.57,60.1
4.72,84.6
1.81,50.1
0.64,44.8
4.88,42.7
0.79,62.3
7.1,61.3
7.75,93
5.91,69.8
2.3,47
4.5,78.8
0.25,40.2
4.97,100
2.11,59.1
3.64,63.7
1.43,35.6
7.89,84.7
1.66,50.7
3.34,69.9
2.04,29.9
4.33,64.7
7.24,78.1
1.31,43.7
1.13,50.2
0.59,23
4.71,59.7
4.82,47.9
6.57,80.1
6.69,67.7
0.82,45.8
7.28,96.3
6.64,73.8
5.18,69.6
2.78,45.7
5.96,77.6
4.97,56
2.82,70.5
0.11,28.3
4.74,54.9
4.61,73.5
1.24,47.8
7.25,80.4
1.27,33.3
2.3,64.1
2.98,47.6
5.46,56.1
0.65,19.599
5.62,87.9
3.32,57.6
1.46,43.6
0.9,45.3
3.3,60.8
3.57,47.2
1.1,35.2
3.86,66.6
4.02,75.6
7.85,100
5.71,79.9
0.1,26.4
3.81,44.6
0.17,39.3
4.09,71
2.7,69.7
7.23,86.2
3.95,65.4
6.8,65.8
4.67,54.2
3.17,50.4
1.84,32.1
1.47,60.9
6.36,71
7.06,96.8
2.59,53
3.96,60.6
2.3,54.5
3.64,63.6
6.96,86.4
1.1,50.8
2.33,57.1
5.56,40.2
2.49,48.3
0.65,57.1
3,50
5.41,57.7
7.87,77.5
7.14,100
4.5,50.6
6.22,72.1
4.57,65.6
3.95,36.8
1.37,57.2
2.34,47.6
3.62,47.3
7.88,91
4.87,77.1
7.56,77
2.07,84.7
0.55,21.7
7.83,80.2
2.64,51.2
4.28,53.7
0.57,48
6.88,83.4
0.08,32.2
7.25,92.6
1.32,43.1
1.47,70.5
6.61,69.9
3.09,55.7
2.05,52.6
4.77,63.4
2.04,30.3
2.29,50.6
0.36,31.3
4.32,67.8
1.04,61.9
6.7,84
6.01,100
2.28,60.2
4.27,61.2
4.62,50.7
5.33,74.5
3.35,48.6
5.22,66.6
1.36,39.5
3.77,68.2
0.75,45.5
7.53,79.5
3.21,40
4.94,37.1
3.92,74.1
0.21,36.9
0.5,35.3
2.12,68.6
5.4,60.3
5.13,84.2
1.5,60.3
3.91,37.4
2.94,51.9
4.55,70.6
2.68,71.3
7.17,83
3.78,56
3.41,77.8
5.63,83.2
6.25,69.9
3.5,34
0.87,33.7
0.68,33.7
2.61,40.3
5.86,54.8
5.23,88.1
2.3,42.6
0.08,46.4
5.14,77.2
4.52,69.4
6.18,90.7
5.49,65
1.98,37.6
5.86,76.8
3.89,53.8
4.6,52.5
2.86,41.9
6.32,75.7
1.57,41.2
1.64,71.6
1.9,45.3
6.32,91.9
5.82,65.1
2.16,49.8
1.15,40.7
0.23,41
5.47,95.7
4.31,58.5
5.62,64.1
5.67,100
6.76,87.5
3.33,68.7
6.62,70.6
3.49,65.9
5.66,87.9
4.41,54.9
7.37,88.8
2.96,57.6
5.52,83.7
4.78,60.5
7.91,98.2
0.62,48.6
4.78,93.5
1.86,61.3
7.07,60.6
6.36,77.5
5.29,47.7
3.84,39.8
5.45,75.4
4.43,47.6
2.3,46.5
6.56,60.8
4.1,52.3
2.06,19.6
5.31,66.9
0.15,19.599
5.76,71.7
3.76,64
5.07,76.8
1.26,45.4
5.75,87.2
5.79,46.9
5.93,70.5
3.74,68.9
5.12,59.5
4.39,56.7
1.86,64
0.18,19.599
3.31,61.6
6.52,100
2.58,46.8
5.99,78.8
5.12,75.7
2.83,77.3
0.08,19.599
3.45,57.4
3.14,34.7
1.11,19.599
6.55,61.9
7.64,79.9
0.97,47.3
1.85,57
5.06,26.8
7.61,94.5
7.47,71.1
7.45,90.8
3.52,69.1
7.89,74.3
2.92,49.8
0.69,48.5
5.64,73.5
4.45,81.4
6.4,73.1
4.97,74.6
6.57,85.8
2.75,31.9
2.3,49
6.06,86.3
3.98,66.3
1.44,49.4
3,70.4
6.41,78.4
7.39,88.2
6.08,77.7
5.75,63.8
6.49,88
1.6,51.1
4.64,90.4
4.75,56.1
7.57,66.8
0.12,36
7.76,61.5
5.81,76.7
0.18,34.8
4.15,60.2
0.56,36.9
4.83,66.6
3.61,54.9
6.18,83.7
4.64,83
6.29,71.5
2.95,52.6
6.86,96.1
6.93,93.3
5.24,74.4
2.11,53.8
7.91,100
6.54,91.3
6.81,68.3
0.09,37.8
6.61,72.5
1.74,55.3
4.07,67.7
5.63,64.8
3.28,65
1.95,37
4,72.6
2.4,56.3
4.92,62.6
0.88,58.3
3.27,45.1
4.73,74.5
7.91,91.3
3.96,64.8
3.41,62.4
7.91,97.6
7.4,75
5.38,82.3
4.36,50.3
2.17,63.6
4.99,69.4
6.67,78.6
7.85,84.2
1.37,35.4
2.19,52.6
7.08,57.4
6.89,70.9
5.73,66.6
0.83,55
5.65,65.6
3.75,68.9
2.97,64.3
2.01,31.1
2.54,59.9
4.29,76.2
1.3,64.3
4.07,70.4
0.39,51.4
3.29,40.4
7.68,100
5.91,48.2
0.55,64.5
5.5,100
1.57,22.7
3.79,57
2.35,27.5
7.47,72.7
0.44,39.1
7.05,76.7
5.61,84.4
2.9,71.6
7.04,93.2
3.25,39.5
5.59,58.8
6.3,67.8
2.29,40.4
0.58,49.1
6.95,91.3
1.85,54.3
7.45,83.3
2.52,80.3
3.32,50.3
3.44,42.5
3.74,73.5
7.7,82.5
1.96,31.1
4.87,69.9
2.35,70.5
1.05,40.9
2.31,49.5
4.42,55.1
4.86,68.4
2.11,67.5
7.9,84.8
2.9,48.4
6.66,100
0.28,40.9
5.56,52.1
2.43,61
4.3,70.8
6.69,87
5.8,100
2.88,65.9
5.86,82
3.31,58
0.51,27.5
5.32,63.9
7.49,85.4
0.67,37.7
5.5,76.2
6.72,86.1
4.77,72.5
3.88,73.9
1.9,73.9
1.55,51.7
3.17,67.3
5.13,68.3
2.52,57
3.91,68
4.8,90.7
1.68,51.3
5.93,69.3
5.03,66.1
4.73,65.4
3.82,55.8
2.92,44.6
4.39,69.1
6.13,80.4
5.65,53
5.9,67.7
1.68,49.6
6.24,82.6
2.68,19.599
1.86,19.599
0.97,53.5
6.64,85.5
4.99,80
6.73,63.2
4.49,56.2
6.88,100
4.45,82.6
5.17,81.9
0.45,23.9
5.36,76
4.78,83.3
1.94,38.5
0.9,42.1
2.78,69.8
0.48,54
4.81,38.4
4.37,85.8
7.34,79
4.14,70.8
5.84,57.2
5.31,70.3
5.6,78
2.51,45.7
3.32,75.5
0.96,51.1
5.2,57.6
2.42,58.2
4.39,65.6
7.37,84.3
5.46,90.8
2.14,50.5
4.12,88.5
4.82,60.2
6.8,82.5
6.35,65.3
2.52,53.8
7.36,82.5
1.18,65.3
2.21,52.6
0.27,52.9
2.49,75
3.31,56
1.93,31.3
0.1,45.5
0.08,35
7.39,100
5.88,51.1
5.59,87.8
6.29,79.5
5.55,59.2
0.49,42
7.41,67.4
3.43,52.3
3.63,67.8
7.09,70.7
1.64,37.7
2.5,48.8
6.84,97.6
4.16,79.1
3.36,89.6
7.64,76.3
7.11,74
7.1,97.7
1.7,24.3
6.75,80.2
5.25,85.2
5.53,60.8
0.38,43.8
4.45,61
1.75,53.4
7.42,83.2
4.49,63.6
4.94,67
1.95,32.9
3.37,68.1
4.24,65.2
6.5,62.4
4.89,61.9
0.9,28.8
3.61,56
2.36,39.8
4.31,82
3.76,46
0.18,39.8
1.66,61.5
5.28,88.4
4.35,79.7
0.43,46.1
4.78,63
4.03,68.7
1.2,58.8
0.08,34.4
2.68,65.3
6.24,70.8
1.06,36.7
7.56,78.7
4.34,70.7
6.07,75.6
7.81,71.4
2.1,43.7
4.66,68.2
2.73,58.1
0.68,36.9
6.35,80.7
0.1,27.3
6.95,84.4
6.36,64.8
5.11,58.3
4.73,59.5
6.77,78
0.45,55
5.89,79.4
1.44,45.4
0.16,51.9
2.5,61.5
2.62,71.4
1.54,36.4
5.69,82.5
4.47,74.7
7.36,68.8
6.09,89.1
6.61,81.8
7.22,93
6.45,67.1
0.95,45.2
1.48,37.4
3.21,52.2
2.66,47.8
7.08,94
4.19,58.1
7.01,98.4
3.1,51
7.25,82.3
0.57,45.9
3.56,73.6
7.21,72.1
3.6,64.1
5.86,80.4
2.89,54.3
6.63,75.8
5.05,79.7
6.49,48.7
4.29,48.4
5.1,70.7
4.23,73.7
4.54,91.1
5.51,65.7
0.97,53.6
6.15,46.4
2.84,48.5
0.1,38.2
5.15,63
4.91,61.3
5.81,94.1
7.91,100
3.69,85.8
7.79,82.6
4.62,87.2
2.86,67.6
5.42,55
1.57,29
7.73,58.5
3.53,76.6
0.09,58.9
5.24,60
0.96,58.7
0.71,51.6
0.19,50.9
7.06,66.5
0.27,32.8
4.3,86.3
3.92,84.2
7.29,69.6
7.29,89.3
7.37,81.4
3.2,52.4
3.79,52.4
6.61,67.4
0.96,38.9
0.92,57.5
7.37,100
0.24,41
3.06,87.8
1.56,44.3
0.67,30.5
7.79,86.6
1.33,39.7
3.46,64.5
2.05,50.4
3.93,66.6
6.14,52.4
5.28,74.8
4.57,63.3
4.09,48.3
1.05,53
3.22,21.2
7.24,92
6.56,80
0.52,36.4
6.72,72.4
6.62,69.5
6.42,47
6.52,60.7
7.86,90.4
0.44,19.599
3.07,51.3
7.75,87.6
4.42,64.2
5.46,78.4
2.89,37.9
1.7,34
7.83,62.3
2.89,37.4
4.49,62.3
1.95,62.2
7.74,63.3
2.07,49.9
7.31,71.4
2.33,51.2
7.58,69
2.94,79.8
6.98,83.5
4.8,53.3
0.91,19.599
2.36,40.4
6.09,64.6
5.34,59.2
2.85,47.2
1.56,66.5
6.63,94.3
4.98,56.7
5.46,92.5
3.83,48.2
2.8,48.2
3.06,50.1
0.25,52.5
7.55,100
2.93,67.9
3.86,83.2
2.86,66.2
2.84,29.2
5.48,97.2
5.36,66.4
6.48,82.4
0.57,54.6
6.99,87.7
7.65,100
7.91,68.8
1.03,31.8
3.89,74.3
7.51,78
6.07,97.6
0.48,53.8
6.96,73.4
6.71,83.1
6.24,87.5
3.29,57.3
5.06,70.1
5.73,76.3
3.17,64.4
6.27,66.3
2.19,43.6
1.47,37.7
6.87,70.7
2.71,31
0.45,52.5
6.66,60.7
6.39,76.4
6.42,89.8
2.73,68.3
4.83,55.2
0.11,37.2
0.08,64.3
2.07,43.4
4.2,70.3
4.8,56.9
1.07,51.3
6.94,69.4
7.68,61.5
0.95,56
6.59,56.4
4.91,75.1
4.02,88.8
3.91,74.7
6,68
1.67,40.4
4.87,64
2.09,65.9
0.68,60.1
4.42,53.9
2.15,64.8
5.94,100
5.2,79.4
1.79,21.4
6.89,72.7
2.78,69.3
5.67,68.1
2.14,37.8
1.57,48.2
6.88,92.5
7.35,63.7
2.82,53.1
2.52,59.9
5.62,90.8
1.82,27.9
6.91,93.6
0.08,63.8
1.14,57.6
0.97,53.1
2.54,29.5
6.93,71
5.12,72.4
0.86,50.1
0.63,53.4
2.31,28.1
4.96,66.9
4.75,77.3
0.91,46.8
6.09,55.7
5.06,80.3
7.86,66
4.42,81.1
2.62,59
0.95,64.7
7.35,95.9
0.3,56.6
2.79,39
4.25,75.3
4.56,77.5
4.66,83.7
5.74,78.8
1.03,43.5
5.75,64.4
7.12,81.2
0.24,47.4
0.29,22.6
7.91,87.4
2.5,54.9
3.64,75.7
2.48,53.6
4.45,53.1
5.69,100
6.08,70.8
2.84,60.6
2.08,28.6
4.37,70.7
3.07,66.9
4.98,96.3
4.89,73.9
7.16,91.3
0.08,45.3
0.81,61.4
6.29,72.8
4.67,55.7
0.5,36.6
7.54,96.1
5.2,86.7
3.89,62.2
6.24,90
4.77,79.3
2.99,47.7
2.37,62.6
3.63,64.8
3.8,77.6
5.7,85.4
3.78,55.2
0.15,29
5.48,66
0.56,40.1
6.77,89.8
5.67,79.4
4.78,97.3
3.63,62.2
1.38,46.2
5.24,55.5
0.88,51
4.84,66.7
1.47,41.2
4.77,77
1.21,35
0.76,19.599
3.77,62.8
5.68,59.3
1.91,40.4
3.98,45.5
6.39,55.1
4.4,72.5
4.78,74.5
1.76,34.6
1,39
1.19,55.3
7.78,61.3
0.69,66.3
1.21,64
1.65,19.599
6.3,88.4
3.18,71.1
6.33,69.3
3.35,57.4
6.36,68.6
7.16,69.7
3.58,64.4
7.89,74.6
7.46,74.3
0.12,33
4.51,70.5
5.26,29.1
6.75,88.5
5.39,83.7
5.51,94.1
2.32,74.6
6.56,66.5
0.51,52.1
5.26,77.9
1.62,40.5
6.12,74.7
6.32,62.1
1.4,54.4
6.35,95.4
6.7,71.1
0.42,54.5
3.44,47.2
1.54,50.6
1.01,39.4
6.43,57.1
2.35,41.1
5.15,63.7
0.08,49.6
0.64,50.5
4.88,54
2.96,63.5
7.04,90.3
0.66,31.1
4.99,65.5
5.62,74.7
4.89,76.4
5.45,100
1.99,41.7
6.14,70.6
4.44,70.3
6.3,46.1
0.97,42.4
1.02,47.3
3.16,45.2
3.12,48.1
1.03,40.2
0.65,69.3
0.65,38.5
0.42,44
0.27,29.8
6.46,76.6
7.48,80.7
3.41,99.2
1.49,46.1
2.63,54.4
6.55,66.4
7.43,78.8
1.91,63.5
0.24,36.4
2.47,59.3
3.08,53.2
0.08,63.1
5.45,91.2
1,58.2
0.65,28.4
5.75,52
6.17,75.4
1.47,50.7
6.15,77.4
2.38,64.6
2.46,49.7
0.98,19.8
1.81,41.8
0.31,19.599
5.38,69.2
6.81,76.2
0.39,50.8
2.04,46.8
2.77,63.5
3.14,82.5
6.59,52.4
0.34,52.8
4.91,69.8
4.26,62.1
6.71,88.7
2.45,65.5
0.81,48.6
1.04,45.8
5.04,69.5
4.37,66.8
4.74,49.3
1.1,34.5
0.34,37.6
4.53,88.2
0.65,30.4
7.44,74.8
6.43,42.5
1.44,45.6
4.78,49.7
1.06,57.3
7.49,75.8
4.72,64.7
2.54,51.5
5.44,47.6
0.08,19.599
2.3,51.1
1.87,42.6
2.77,47.2
0.68,26.5
7.74,74.6
3.74,71
6.85,90.7
0.48,51.5
6.76,78.2
5.22,85.4
5.43,100
6.45,68.3
4.21,67.4
5.07,67.6
7.2,80.8
1,30.6
0.45,57.8
7.86,100
7.05,88.1
4.11,81.5
6.25,81.6
7.06,51.1
3.73,43.3
0.78,48.8
3.85,75.9
2.81,74.1
0.19,58.1
7.67,85.3
5.73,67.8
6.29,84.4
4.77,74.8
2.15,54.7
4.68,37.6
5.44,77.9
4.78,56.5
1.02,50
6.51,64
2.38,36.5
3.17,58.3
4.41,78.7
7.82,91.7
2.5,70
0.34,33.9
7.78,64.7
7.66,100
1.59,56.5
6.63,76.3
7.36,75.4
0.1,53.5
6.04,71.7
1.44,45.5
6.62,64.4
0.17,38.8
5.53,84.1
6.53,74.8
0.29,44.6
6.06,82.2
0.95,57.8
0.63,43.8
7.37,88.2
7.38,55.7
5.93,83.5
7.12,95.3
0.13,22.1
4.09,37.2
6.97,83.4
7.14,100
2.94,67.1
2.6,58.4
5.6,81.4
0.48,41.3
6.24,98.8
2,28.7
4.17,71.6
1.54,70.7
5.87,68.4
7.65,85
4.33,70.4
7.61,79.2
3.22,51.6
2.29,59.6
6.71,100
0.3,38
2.25,57.1
5.52,66.6
1.51,54.4
7.12,100
3.86,68.3
1.97,64.7
2.97,41.6
2.27,64.1
5.61,70.1
0.88,58.4
6.83,71.6
1.19,40.5
2.26,59.6
5.01,85.3
2.83,52.9
4.08,79.2
4.55,47.7
2.07,54.9
4.28,77.2
7.51,68.8
0.08,27.2
4.77,100
2.56,49.9
6.9,73.8
0.77,46.4
0.48,32.4
3.24,64.2
5.39,76.2
0.08,49.7
6.49,63.1
2.69,40.7
7.36,77.2
7.25,94.9
6.11,99.8
5.9,81.3
4.81,81.7
6.36,73.4
1.42,65.9
6.54,88.1
4.52,58.6
6.26,91.5
3.95,45.7
5.05,66.8
2.73,37.6
3.4,57.8
2.92,58.8
5.92,61
1.6,19.599
7.44,100
6.63,72.1
6.89,61.3
7.31,100
3.49,67
7.14,85.6
3.55,40.2
0.81,32.1
0.4,62.7
0.51,19.599
1.5,48.3
2.88,71
7.83,73.2
1.93,42.9
7.3,82.4
6.48,64.7
6.89,75.5
6.28,51.8
7.78,81.3
0.96,34.3
3.83,47.9
2.74,26.2
2.27,38.6
3.57,55.5
3.85,56.2
7.89,75.1
2.12,29.5
7.29,68.3
1.34,44.9
5.32,92.3
2.44,69.9
7.68,89.9
5.08,72.9
0.51,41.3
7.39,93.3
2.35,55.5
7.42,73.5
0.11,48.2
1.75,57
2.23,31
5.5,58.8
6.38,100
5.04,65
0.5,36.9
3.47,46.2
3.95,64.1
2.87,58.7
3.36,38.7
3.86,47.7
4.43,56.5
5.05,78.1
1.68,73.2
7.21,100
6.62,100
6.29,94.4
6.45,67.7
4.2,59.3
7.62,71.3
2.93,46.3
3.36,57.2
6.53,52.6
6.95,98.8
3.59,40.6
6.78,78.4
5.07,64.8
3.1,51.9
7.24,68
4.03,51.9
6.79,66.9
6.5,86
0.77,39.6
6.97,67.3
1.3,54.5
6.51,93.6
6.04,88.9
5.9,50.6
7.37,100
4.8,59.6
2.71,52.6
4.75,40
5.57,77.4
2.92,43.4
2.03,60.4
3.92,43.9
7.19,82.5
5.04,54.3
7.18,94.1
3.8,42.4
7.58,99.4
6.33,77.5
2.84,53.9
3.59,78.5
7.91,87.6
7.63,94.3
3.28,97.5
6.67,100
7.28,83.8
2.01,74.3
4.14,85.9
6.06,68.1
0.61,46.5
6.45,72
1.69,46.4
3.83,48.9
3,56.9
5.92,59.6
1.87,54.5
3.73,59.3
2.12,43
0.44,29.5
6.75,87.3
1.8,47.7
1.86,60
0.37,39
4.02,52.7
2.15,50.7
4.52,64.5
5.79,81.2
0.37,25.6
1.6,63.1
3.13,58
7.04,95.1
0.88,35.8
5.95,65.3
7.63,70.4
0.62,65.4
2.66,55.3
6.16,60.7
7.48,77.1
1.97,36.8
5.14,51.2
5.85,86.5
3.23,64
5.36,46.5
4.39,92.9
7.5,84.3
4.31,56.6
4.13,62.1
5.35,79.8
1.22,64.5
4.25,65.2
0.41,19.599
5.02,76
4.28,88.2
6.72,64.1
6.38,100
3.46,63.7
5.27,50.2
2.43,60.7
3.1,84.6
0.62,47.6
0.81,31.7
6.55,72.4
7.78,83.8
3.91,73.8
1.02,61.2
0.71,22.9
0.36,47.7
7.03,87.5
3.54,65.1
7.04,83.6
2.9,52.3
4.7,52.8
5.39,72
0.4,52.9
5.45,52.7
6.4,61.7
0.18,50.6
0.47,43.1
4.18,57
7.77,95.3
7.79,74.8
0.88,50.3
6.09,76.1
6.35,77.4
7.02,85.7
0.35,23
7.78,100
6.57,76.6
4.86,64.2
0.53,44.5
1.92,30.3
2.77,48.8
6.86,65.6
6.09,64.1
7.53,59
3.38,59.9
7.33,100
7.17,68.3
0.15,40.1
1.91,48.2
6.4,83.2
5.32,61.2
1.78,46.8
6.25,65.5
2.53,40.5
4.82,66.6
7.48,83.7
1.92,38.3
0.44,28.5
5.28,38.5
5.83,60.3
2.5,43.6
3.75,77.8
4.01,60.6
6.53,90.4
5.54,92.2
2.18,48.8
2.18,46.4
2.6,54
1.17,50.6
1.07,52.8
6.54,73.1
6.65,93.3
2.08,50.5
6.8,84.8
4.57,63.5
5.7,100
7.04,100
2.47,49
5.3,54.8
2.47,55
7.22,84.4
2.4,44.6
5,47.4
1.53,49.8
2.96,61.3
2.81,63.2
6,71.6
2.29,42.4
2.62,41.6
0.08,44.9
2.53,42.2
2.18,63.6
4.36,34.8
3.21,63.5
7.84,68
4.37,85.6
0.58,59.6
6.48,64.1
0.43,43.6
6.7,67.8
3.24,60.3
0.49,52.6
7.82,77.2
3.96,78.6
6.84,82.2
3.36,57.1
3.69,55.2
2.9,54.6
2.95,60.6
6.35,98.9
0.25,68.8
3.92,57.7
2.12,32.5
4.45,65
1.72,56.8
2.79,45.5
4.27,61.3
5.93,67
7.57,82.3
1.95,39.1
3.86,55.1
2.79,54.1
4.85,68.7
2.93,48.2
0.78,50.9
4.92,36.7
0.28,48.6
0.34,19.599
7.07,66.5
6.96,89.2
4.5,40.9
0.14,23.1
2.74,51.6
2.77,56.8
5.77,81.5
6.5,72.5
2.83,53
3.37,39.3
1.8,46.7
5.82,73
2.79,79.8
5.64,56.2
5.66,60.8
1.25,30.2
7.08,70.9
6.6,97.9
4.66,56
0.69,19.599
1.34,51.6
0.74,50.6
3.71,65.6
2.12,39.2
6.65,54.4
3.49,82.9
3.62,58.3
7.38,76.3
4.62,55.1
3.1,75.7
7.87,64.6
3.7,92.3
4.64,70.1
3.06,72.3
5.35,65.5
6.21,80.9
5.03,52.7
1.99,32.8
7.54,100
4.09,74
6.61,78.5
0.08,50.9
4.14,75.4
7.48,74.3
5.51,47.7
0.91,28.3
5.68,72.6
0.12,45.9
2.95,47.9
1.89,49.1
2.02,44.8
0.33,55.3
4.94,73.3
5.94,92.3
2.33,77.1
4.69,70.1
3.98,39.3
7.91,66.3
6.5,79.2
7.57,85.1
6.59,40.9
5.26,73.5
0.57,51.2
6.86,87.9
6.09,73.9
2.26,19.599
2.16,52.3
4.19,44.8
2.26,76.8
7.77,88.7
1.55,60.5
1.23,45.4
0.35,45.8
4.42,80
5.92,57.6
4.69,30.7
1.67,41.6
7.39,75.4
3.03,75.1
1.13,39.9
1.53,33.1
3.51,58.4
4.36,74.9
4.81,40.9
0.59,34.1
6.94,61.3
2.69,65.2
2.08,25.9
5.5,86
4.91,64.3
7.91,85.5
3.28,59.9
1.47,49
7.78,86.8
3.86,98.5
5.29,32.2
0.34,44
2.69,40.5
7.9,90.6
7.72,86.3
7.87,68.6
6.59,82
4,44.8
4.58,69.5
0.6,64.1
6.35,61
5.99,66.1
5.67,75.7
3.06,37.3
2.13,60.4
6.48,100
7.8,86.8
3.39,62.4
0.44,40.6
7.21,95.1
5.52,42.7
5.37,76
7.55,94.8
5.36,54.1
4.94,80.4
5.68,78.7
3.87,36.8
2.3,45.8
2.01,51.2
5.81,55.2
1.94,50.1
7.45,77.6
3.22,38.8
5.07,74.2
0.34,46.8
3.59,45.9
3.2,40.5
6.04,74.9
0.44,60.6
3.22,66.1
6.87,64.7
5.35,81.5
6.22,83.3
6.11,86
5.3,56.5
3.13,65.5
3.2,63.2
0.41,61.5
1.56,39.4
4.46,27.4
7.16,100
4.9,71.8
3.1,76.8
6.66,65
3.59,37.5
2.08,41.1
0.64,22.1
6.63,64.4
4.93,80.9
4.65,49.7
5.77,69.4
4.84,46.2
2.8,52.6
4.94,72.4
1.12,52.4
2.37,47.6
4.3,78.7
0.55,56
6.57,77.4
0.36,36.9
2.98,59
3.64,49.3
5.45,70.9
1.24,58.2
6.57,78.2
3.41,71.2
2.01,61.7
0.79,61.3
7.4,77.4
3.23,57.7
3.05,55.9
1.44,52.3
4.05,64
2.56,49.6
1.33,47
6.02,64.8
7.19,64.8
2.82,50.8
2.29,54.4
2.99,41.7
7.4,93.3
4.67,61.9
1.33,62.2
5.06,86.3
3.21,51.1
0.14,67.8
7.76,84.4
0.92,40.9
3.31,39.3
5.26,54.6
4.69,98.4
0.08,29
4.86,69.7
5.82,83.9
6.79,67.9
1.47,63.1
0.29,45.3
7.56,100
5.44,76.9
3.64,57.6
5.8,78.9
1.26,52.2
7.67,75.8
5.23,67.2
7.02,62.6
4.45,70
6.41,68.8
2.62,48.7
1.06,38.5
2.83,57.8
7.18,91.7
5.58,57.1
3.65,62.4
1.88,71.9
4.78,52.8
4.74,61.8
4.25,84.3
5.9,80.3
1.94,37.3
4.09,60.3
2.47,45.9
1.64,53.7
2.66,92.7
6.42,67.4
0.91,27.7
2.2,24.8
4.26,52.8
3.21,61.8
6.62,78.6
6.23,72.4
5.42,74
2.26,76.6
0.17,49.7
2.51,61.1
4.81,84
0.81,53.7
6.59,72.3
7.89,89.3
5.9,69
3.32,31.1
6.38,51.5
2.18,82.1
7.63,67.6
2.93,71.4
5.52,70.3
0.15,41.3
5.05,67.7
2.37,45.6
0.82,19.599
3.47,60.3
0.85,49.4
1.48,46.2
7.16,71.6
0.51,41.2
5,56.7
0.48,20.6
5.74,66.8
7.82,84.9
3.44,73.4
7.75,67.2
5.13,46
4.76,81.1
1.37,46.8
7.62,92.4
6.89,88.4
1.05,41.9
0.23,40.4
2.87,46.3
1.28,40.7
2.69,30.7
7.67,73
6.9,65.2
3.52,44.8
2.21,50.6
4.62,48.3
7.5,49.5
6.33,93
6.94,73.3
6.09,74.7
4.03,71.9
1.13,58.8
6.55,85.3
5.21,80.1
6.18,88.8
5.87,73.5
1.97,72.1
2.29,76.6
6.85,82.1
3.26,54.9
1.42,47.5
5.14,52.5
2.39,70.3
5.14,66.3
4.72,90.3
5.31,57.2
7.91,100
2.22,49.2
7.81,98.1
6.11,62.9
6.84,64.9
6.42,77.3
0.18,66.9
4.03,60.8
0.85,57.7
5.39,71.2
0.48,60.9
0.27,58
7.25,84.1
7.34,85.7
4.99,92.6
3.68,42.6
6.63,66.8
7.71,88.1
0.43,33.2
0.83,27.5
7.24,95.1
0.8,35.7
5.71,61.2
4.43,33.5
4.17,44.6
0.78,52.8
5.83,83.8
4.82,54.1
7.43,73
3.85,73.2
7.3,72.3
1.47,58.5
1.63,33.2
7.59,77
0.8,23.2
1.89,54.5
1.13,62.8
5.68,55.3
6.24,72.9
7.21,81.6
1.17,55
2.57,51.2
2.54,46.2
7.79,83.2
4.66,71.7
2.7,58.6
2.39,79.2
2.55,52.7
5.7,66.1
4.39,76.1
4.99,77.4
3.76,75.5
0.21,60.5
5.5,54.9
5.79,70.2
1.44,51.6
5.19,70.7
7.02,72.7
4.82,53.3
5.35,66.8
5.61,58.4
2.59,69.4
1.23,33.9
3.78,57.7
1.85,51
5.5,59.9
5.72,58.4
0.08,49.2
7.63,72.8
7.4,71.8
1.06,46.2
3.82,54.8
1.67,42.4
7.71,76.6
4.53,62.3
5.6,84.4
7.82,100
5.38,50.2
6.97,100
1.92,41.6
1.84,57.8
